name,acronym,address,city,state,phone,email,website,country,Affilated,Recorded By,Recorded Date
Gold Blade Fencing Center,GoldBladeFC,"500 N Kimball Ave. Ste. 103A, suite 103A Southlake, TX 76092, US",Southlake - TX,TX,(817) 343-1827,msakhawy@yahoo.com,http://www.goldbladefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Gold Fencing Club,GoldFC,"145 Newton Street, Unit #1 Waltham, MA 02453, US",Waltham - MA,MA,(617) 818-0413,wanghuifei@yahoo.com,http://www.goldfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Golden Gate Fencing Center,GGFC,"2419 Harrison Street, Suite 100 San Francisco 94110, US",San Francisco 94110 - US,US,(415) 626-7910,goldengate.fencingcenter@gmail.com,http://www.gofencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Golden Sabre Academy,GoldenSabre,"16775 Bernardo Center Dr, F2 San Diego, CA 92128, US",San Diego - CA,CA,(760) 761-0960,info@goldensabre.academy,http://www.goldensabre.academy,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Golden State Fencing Academy,GSFA,"175 De Haro Street San Francisco, CA 94103, US",San Francisco - CA,CA,(415) 728-7218,goldenstatefencing@yahoo.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Golubitsky Fencing Center,GolubitskyFC,"1652 Edinger Avenue, Ste B, C Tustin, CA 92780, US",Tustin - CA,CA,(714) 599-3687,servigo@gmail.com,http://www.gfc-world.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Grand Cercle,Grand Cercle,"1445 Green St, Suite 101 San Francisco, CA 94109, US",San Francisco - CA,CA,(415) 775-2113,yfgc@pacbell.net,https://sites.google.com/site/grandcerclesf/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Grand Rapids Fencing Academy,GRapidsFA,"1345 Monroe Ave NW, Suite 102 Grand Rapids, MI 49505, US",Grand Rapids - MI,MI,(616) 915-1918,sirkas92@gmail.com,http://www.grfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Great Lakes Sword Club,GLakesSword,"P.O. Box 222 Leslie, MI 49251, US",Leslie - MI,MI,(517) 614-1282,dluke@geeklair.net,http://www.glswords.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Greensboro Fencing Academy,GFA,"2001 E Wendover Avenue Greensboro, NC 27405, US",Greensboro - NC,NC,(336) 525-6263,info@gsofencing.com,http://gsofencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Gristmill Fencing Club,Gristmill,"268 Country Route 405 South Westerlo, NY 12083, US",South Westerlo - NY,NY,(518) 966-5833,Hopegristmill@yahoo.com,http://www.gristmill.vivi.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Gryphon Fencing,GryphonFenc,"24837 Jefferson Ave, Suite 201-202 Murreita, CA 92562, US",Murreita - CA,CA,(714) 519-1343,info@gryphonfencing.com,http://www.gryphonfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Guanyi Fencing Academy,GFA,"514 Progress Drive, Suite F Linthicum, MD 21090, US",Linthicum - MD,MD,(917) 568-8080,guanyifencing@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Gutkovskiy Fencing Academy,GutkovskiyFA,"18-02 River Rd,, Bldg 1, Unit2 Fair Lawn, NJ 07410, US",Fair Lawn - NJ,NJ,(201) 773-0981,info@fencegfa.com,http://www.fencegfa.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Halberstadt Fencers' Club,Halberstadt,"621 South Van Ness Ave San Francisco, CA 94110, US",San Francisco - CA,CA,(415) 863-3838,info@halberstadtfc.com,http://www.halberstadtfc.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Hangtown Saber Club,HangtwnSaber,"1297 Broadway Placerville, California 95667, US",Placerville - Ca,Ca,(916) 743-3620,chaz@tedsmithdesign.com,http://www.hangtownsaberclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Harvard University NCAA,Harvard,"39 Holyoke Street Cambridge, MA 02138, US",Cambridge - MA,MA,None,amaczik@fas.harvard.edu,https://gocrimson.com/sports/womens-fencing?path=wfence,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Harvard-Westlake Wolverines,WOLVERINES,"3700 Coldwater Canyon Ave. Studio City, California 91604, US",Studio City - Ca,Ca,(818) 487-5467,dbible@hw.com,https://www.hw.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Hawaii Island Fencing Assoc.,HawaiiIsland,"PO Box 1198 Volcano Village, HI 96785, US",Volcano Village - HI,HI,(808) 985-8702,hawaiifencing@gmail.com,http://hawaiifencing@gmail.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Heartland Fencing Academy,HeartlandFA,"6600 College Blvd,, Suite 340 Overland Park, KS 66211, US",Overland Park - KS,KS,(913) 636-3769,hfafencing@gmail.com,http://www.heartlandfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
High Desert Fencing Alliance,HighDesertFA,"2530 Sutro Street #9 Reno, NV 89512, US",Reno - NV,NV,(775) 815-2727,fencehdfa@gmail.com,http://www.highdesertfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
High Desert Fencing Club,HighDesertFC,"61445 S. HWY 97, Suite D Bend, OR 97702, US",Bend - OR,OR,(541) 550-9475,randall@footform.com,http://www.hdfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
High Point Fencing Club,High Point FC,,,,(631) 896-3247,highpointfencing@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Highland Knights Fencing,HKF,"2239 Schwab Road Marion, TX 78124, US",Marion - TX,TX,(830) 660-3641,highlandknightsinfo@yahoo.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Hills Fencing Institute,H3) (HillsFenc(H3,"27 Heller Pl. Hauppauge, NY 11788, US",Hauppauge - NY,NY,(631) 365-0690,h3fencing.coach@gmail.com,http://www.h3fencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Hillside Cavaliers Fencing Club,HCavFC,"5027 159th Pl. SE Bellevue, WA 98006, US",Bellevue - WA,WA,(425) 649-9388,kael@hillsidesc.org,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Homewood Fencing Club,HomewoodFC,"3400 N. Charles St. - White Gymnasium, Newton White Athletic Center Baltimore, MD 21218, US",Baltimore - MD,MD,(410) 340-6269,ayoung45@jhu.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Honor Guards Fencing Club,HonorGuards,"52580 Shelby Road Shelby Township, MI 48316, US",Shelby Township - MI,MI,(586) 404-2873,honor.guards@provide.net,http://www.honorguardsfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Hooked On Fencing,HoF,"11929 Abbey Rd., Suite A North Royalton, OH 44133, US",North Royalton - OH,OH,(440) 847-9673,office@hookedonfencing.org,http://www.hookedonfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Houston Sword Sports,HoustonSword,"10371 Stella Link Road Houston, TX 77025, US",Houston - TX,TX,(832) 674-0774,info@houstonswords.com,http://www.HoustonSwords.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Hub City Fencing Academy,HubCityFA,"424 Amboy Ave. Woodbridge, NJ 07095, US",Woodbridge - NJ,NJ,(908) 248-2232,lauren@hubcityfencing.com,http://www.hubcityfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Hudson Centers For The Martial Arts,HCMA,"231 E Sharon Rd. Cincinnati, OH 45246, US",Cincinnati - OH,OH,(513) 967-8388,jhudson2@cinci.rr.com,http://www.HudsonCMA.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Huntsville Fencing Club,HuntsvilleFC,"2319 Bob Wallace Ave, Suite F Huntsville, AL 35805, US",Huntsville - AL,AL,(703) 231-3482,huntsvillefencing@gmail.com,http://www.huntsvillefencingclub.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Illinois Fencers Club,IllinoisFC,,,,(224) 578-0822,Bob@IFCfencing.org,http://www.IFCfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Imperial Fencing Club,IFC,"209 Middlesex Turnpike #B Burlington, Massachusetts 01803, US",Burlington - Ma,Ma,(857) 370-1207,imperialfencingclub@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Indian Trail Middle School Fencing Club,IndianTrlMS,"1440 e 151st street Olathe, KS 66062, US",Olathe - KS,KS,None,jbillings1981@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Indianapolis Fencing Club,INFencing,"1706 E Pleasant Street Noblesville, IN 46060, US",Noblesville - IN,IN,(317) 835-9429,IndyFencing@gmail.com,http://www.indyfencing.net,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
IndySabre,IndySabre,"10454 E. 79th St. Indianapolis, IN 46236, US",Indianapolis - IN,IN,(317) 374-0524,info@indysabre.us,http://www.indysabre.us,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Infinity Fencing Alliance,InfinityFA,"50 Paulsboro Rd Woolwich Twp, NJ 08085, US",Woolwich Twp - NJ,NJ,(609) 410-3717,jeyre2@comcast.net,http://www.infinityfencingalliance.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Integrity Fencing Studio,Integrity,"200 Main St., . Chatham, NJ 07928, US",Chatham - NJ,NJ,(713) 732-0766,alisherfencing@gmail.com,http://www.integrityfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
International Academy for Fencing Education,IAFE,"3599 Westcenter Dr. Houston, TX 77042, US",Houston - TX,TX,(504) 383-4629,contact@fencingeducation.org,http://www.fencingeducation.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
International Fencers Alliance Of Dallas,IFAODallas,"2640 Old Denton Road, Suite 212 Carollton, TX 75007, US",Carollton - TX,TX,(214) 669-9592,badawifencing@yahoo.com,http://www.ifafencers.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
International Fencing Academy,CA) (IFA - CA,"906 Industrial Avenue Palo Alto, CA 94303, US",Palo Alto - CA,CA,(650) 669-7271,info@internationalfencing.org,http://www.internationalfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
International Fencing Club,IntlFenceClb,"1208 B VFW Parkway, 204 West Roxbury, MA 02132, US",West Roxbury - MA,MA,(617) 821-7983,info@internationalfencingclub.com,http://www.internationalfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Invicta Sports,InvictaSport,"9121B Gaither Road Gaithersburg, MD 20877, US",Gaithersburg - MD,MD,(240) 614-7157,info@invictasports.net,http://www.invictasports.net,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Iowa City Fencing Center,IACityFC,"415 Highland Ave, Suite 200 Iowa City, IA 52240, US",Iowa City - IA,IA,(319) 338-7171,icfencingcenter@gmail.com,http://www.iowacityfencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Iowa State University Fencing Club,IAStateUFC,"2625 Union Dr, Room 3430 Ames, IA 50011, US",Ames - IA,IA,None,iastatefencing@gmail.com,https://www.recservices.iastate.edu/sportclubs/fencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Iron Works Fencing,Iron,"2300 Judge Fran Jameison Way Melbourne, FL 32940, US",Melbourne - FL,FL,(321) 258-1054,bgmarthur@att.net,http://ironworksfencing.net,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Johns Hopkins University NCAA,JohnsHopkins,"JHU Fencing - White Athletic Center, 3400 North Charles Street Baltimore, MD 21218, US",Baltimore - MD,MD,(410) 340-6269,ayoung45@jhu.edu,http://hopkinssports.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Jovanovic Fencing,Jovanovic,,,,(617) 417-9632,jovanovicfencing@gmail.com,http://JovanovicFencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Joy School Fencing Club,JSFC,"1 Chelsea Blvd. Houston, TX 77006, US",Houston - TX,TX,(281) 507-2564,john@trojanowski.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Kaizen Academy LLC,Kaizen,"9620 153rd Avenue NE, #A5 Redmond, WA 98052, US",Redmond - WA,WA,(425) 318-8808,Info@KaizenFencing.com,http://www.KaizenFencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Kansas City Fencing Center,KCFenceCtr,"9900 Antioch Road Overland Park, KS 66212, US",Overland Park - KS,KS,(913) 579-9535,coachkjw@gmail.com,http://www.kcfencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Kennesaw State University,KennesawStU,"290 Kennesaw State University Road Kennesaw, GA 30144, US",Kennesaw - GA,GA,(678) 477-4325,fencingowls@gmail.com,http://n/a,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Kern Athletic Fencing Foundation,KAFF,"2030 18th Street Bakersfield, CA 93301, US",Bakersfield - CA,CA,(661) 319-2235,lucas@bak.rr.com,http://kernaff.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Keystone College Fencing Club,KCFC,"Keystone College, One College Green, Howell Activity Room La Plume, PA 18440, US",La Plume - PA,PA,(570) 945-8482,steven.howell@keystone.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Knights Of Siena,SC) (KnightsSiena,"1314 Rutherford Rd Greenville, SC 29609, US",Greenville - SC,SC,(704) 575-7701,info@knightsofsiena.com,http://www.knightsofsiena.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
LA Fencing Academy of Pomona,LAFAP,"3503 W Temple Avenue, Ste G Pomona, CA 91768, US",Pomona - CA,CA,(909) 662-6136,lafapomona@gmail.com,http://www.lafapomona.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
LA International Fencing,LAIFC,"11755 Exposition Blvd Los Angeles, CA 90064, US",Los Angeles - CA,CA,(310) 477-2266,laifcfencing@gmail.com,http://lafencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Laguna Fencing Center,LagunaFC,"26062 Merit Circle, Suite 103 Laguna Hills, CA 92653, US",Laguna Hills - CA,CA,(949) 215-4112,info@lagunafencing.com,http://www.lagunafencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lancaster Fencing Academy,LFA,"231 Gardenia Ct. Lititz, PA 17543, US",Lititz - PA,PA,(717) 615-6553,lancfencingacademy@gmail.com,https://www.lancasterfencingacademy.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lang Fencing Academy,LFA,"800 EWELL FARM DR Spring Hill, TN 37174, US",Spring Hill - TN,TN,(954) 240-2973,doc364@aol.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Las Positas Fencing Center,LasPositasFC,"3000 Campus Hill Drive, PE102 Livermore, CA 94551, US",Livermore - CA,CA,None,srheinheimer@laspositascollege.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Las Vegas Fencing Academy,LVFA,"6445 W Sunset Rd, #152 Las Vegas, NV 89118, US",Las Vegas - NV,NV,(702) 930-9039,lvfencingacademy@gmail.com,http://fencing.vegas,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lawrence University Fencing NCAA,LawrenceUniv,"711 E Boldt Way Appleton, WI 54911, US",Appleton - WI,WI,(920) 832-6658,momberge@lawrence.edu,http://vikings.lawrence.edu/sports/mens-fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
LE CLUB TOUCHE,LeClubTouche,"906 Industrial Avenue Palo Alto, CA 94303, US",Palo Alto - CA,CA,(650) 669-1166,leclubtouche.info@gmail.com,http://www.leclubtoucheacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
League City Fencers Club,LeagueCityFC,"1001 E League City Parkway League City, TX 77573, US",League City - TX,TX,(281) 507-3564,john@trojanowski.com,https://texasfencing.wixsite.com/leaguecityfencers,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Liberty Fencing Club LLC,LibertyFC,"1111 Easton Road, Suite #20 Warrington, PA 18976, US",Warrington - PA,PA,(267) 482-9597,info@libertyfencingclub.com,http://www.LibertyFencingClub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Liberty University Fencing Club,LUFC,"2404 Tate Springs Road, Apartment F10 Lynchburg, VA 24501, US",Lynchburg - VA,VA,None,hrchace@liberty.edu,http://www.facebook.com/pages/LU-Fencing-Club/376337184880,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Ligonier Fencing Club,LigonierFC,"Box 894 Ligonier, PA 15658, US",Ligonier - PA,PA,(724) 238-0324,norm@toysoldiergallery.net,http://Facebook Ligonier Fencing Club,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lilov Fencing Academy,LilovFA,"9 Sand Park Rd Cedar Grove, NJ 07009, US",Cedar Grove - NJ,NJ,(973) 352-7373,info@lfanj.com,http://www.lfanj.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lincoln Fencing Club,LincolnFC,"6100 ""O"" Street, Suite 508 Lincoln, NE 68508, US",Lincoln - NE,NE,(402) 730-9029,info@lincolnfencing.com,http://www.lincolnfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lincoln Square Fencing,LincolnSquare,"2500 W. Wilson Ave Chicago, IL 60625, US",Chicago - IL,IL,(773) 220-1898,info@lincolnsquarefencing.com,http://lincolnsquarefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lionheart Fencing Academy/Coeur Du Lion Fencing Cl,LFA/CDuLion,"1331 N. Cuyamaca St., Suite E El Cajon, CA 92020, US",El Cajon - CA,CA,(619) 993-6153,admin@lionheartfencingacademy.com,https://www.lionheartsandiego.com/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lone Star Fencing Center,LoneStarFC,"600 Data Drive, Suite 102 PLANO, TX 75075, US",PLANO - TX,TX,(201) 257-7475,lonestarfencingcenter@gmail.com,http://www.lonestarfencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Long Island Fencing Center,LIFC,"1 Old Country Road, LL08 Carle Place, NY 11514, US",Carle Place - NY,NY,(917) 623-8001,info@lifencingcenter.com,http://www.lifencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Long Island Swordsmen,LISwordsmen,"IU Willets Road School, 455 IU Willets Road Roselyn Heights, New York 11577, US",Roselyn Heights - Ne,Ne,(631) 754-3296,ixw02@optonline.net,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Long Island University,LIU,"One University Plaza Brooklyn, NY 11201, US",Brooklyn - NY,NY,(917) 985-0118,ivan.lee@liu.edu,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lotus Fencing Academy,LFA,"3400 W. Hospital Ave., Suite #201 Chamblee, GA 30341, US",Chamblee - GA,GA,(404) 808-5991,lotusfencing@gmail.com,http://www.lotusfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
"Louisville Fencing Center, Inc.",LouisvilleFC,"1401  W. Muhammad Ali Blvd. Louisville, KY 40203, US",Louisville - KY,KY,(502) 540-5004,info@louisvillefencing.org,http://www.louisvillefencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
lowcountry fencers,L F,"Island Rec Center/20 Wilborn Road Hilton Head Island, SC 29926, US",Hilton Head Island - SC,SC,(843) 816-0756,wilkenspw@aol.com,https://www.facebook.com/groups/1109107606139118/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Ludus Fencing Studio,Ludus,"25 Arcampus Drive Rochester, NY 14612, US",Rochester - NY,NY,(570) 793-1522,ludusfencing@gmail.com,http://ludusfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Lynchburg Fencing Center,LynchburgFC,"6015 Fort Ave, Ste 20 Lynchburg, VA 24572, US",Lynchburg - VA,VA,(434) 944-0901,russell@lynchburgfencingcenter.com,http://www.lynchburgfencingcenter.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Manchen Academy Of Fencing,ManchenAOF,"547 Route 22 East #9 Whitehouse Station, NJ 08889, US",Whitehouse Station - NJ,NJ,(908) 691-3029,manchenfencing@gmail.com,http://manchenfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Manhattan Fencing Center,ManhattanFC,"15 W 37th Street, Floor 2 New York, NY 10018, US",New York - NY,NY,(212) 382-2255,manhattanfencing@gmail.com,http://www.manhattanfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Marin Fencing Academy LLC,MarinFencing,"827 Fourth St. San Rafael, CA 94901, US",San Rafael - CA,CA,(415) 717-8587,info@marinfencing.com,http://www.marinfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Marin Pentathlon Club,MarinPentClb,"65 Shell Rd. Mill Valley, CA 94941, US",Mill Valley - CA,CA,(415) 960-4320,ted33@pacbell.net,http://marinpentathlonclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Martha's Vineyard Fencing Club,MarthaVnyard,"110 Spring Hill Road Vineyard Haven, MA 02568, US",Vineyard Haven - MA,MA,(508) 693-3335,annrussel1@comcast.net,http://None,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Marx Fencing Academy,MarxFencing,"119 Commonwealth Avenue Concord, MA 01742, US",Concord - MA,MA,(978) 776-6916,lisa@marxfencingacademy.com,http://www.marxfencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Massialas Foundation,M Team) (M Team,"2530 Taraval San Francisco, CA 94116, US",San Francisco - CA,CA,(415) 519-0521,vmassialas@yahoo.com,http://fencingusa.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Master Sabre Fencing Academy,MSFA,"1125 Willis Avenue, Floor 2 Albertson, NY 11507, US",Albertson - NY,NY,(917) 545-3927,kvurtl@gmail.com,http://mastersabrefencingacademy.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Masters Fencing Academy NJ,MastersFA-NJ,"1799 Hamburg Turnpike, . Wayne 07470, US",Wayne 07470 - US,US,(917) 335-9734,mastersfencing@gmail.com,http://www.mastersfencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Masters Fencing Club,MastersFC,"17051 NE 19 Avenue North Miami Beach, FL 33162, US",North Miami Beach - FL,FL,(305) 721-8629,info@mastersfencingclub.org,http://www.mastersfencingclub.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Maximum Fencing Club,MFC,"4500 El Camino Real #1 Los Altos, CA 94022, US",Los Altos - CA,CA,(650) 396-9940,hello@maximumfencing.club,http://maximumfencing.club,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Medeo Fencing Club,MedeoFC,"783 E. Main Street, Unit G Bridgewater, NJ 08807, US",Bridgewater - NJ,NJ,(732) 469-2244,medeofencing@aol.com,http://www.medeofencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Memphis University School Fencing Team,MUSFT,"6191 Park Avenue, Kroeker/Petrosyan Fencing Center Memphis, TN 38119, US",Memphis - TN,TN,(901) 628-4976,sergeypetrosyan@att.net,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Metro Tacoma Fencing Club,MTFC,"8629 S Tacoma Way Lakewood, WA 98499, US",Lakewood - WA,WA,(253) 584-1986,info@tacomafencing.com,http://www.tacomafencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
MG Fencing Club,MGFencing,"15 Jodi Lane Weatogue, CT 06089, US",Weatogue - CT,CT,(860) 803-3929,mganych@gmail.com,http://www.mgfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Miami Fencing Club,MiamiFencing,"6304 SW 78 Street Miami, FL 33143, US",Miami - FL,FL,(305) 328-8528,admin@miamifencing.club,http://www.miamifencing.club,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Miami Lakes Fencing Club,MiamiLakesFC,"1128 Nw 159 Dr Miami, FL 33169, US",Miami - FL,FL,(786) 399-5974,mlfencingclub@hotmail.com,http://mlfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Miami University Fencing Ohio,MIAMIUN,"750 S Oak St, Oxford, OH 45056 Oxford 45056, US",Oxford 45056 - US,US,(815) 325-5712,miamiufencing@gmail.com,https://miamioh.campuslabs.com/engage/organization/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Michigan State University Fencing Club,MSUFencing,"308 W Circle Drive Room 121, . East Lansing, MI 48824, US",East Lansing - MI,MI,None,fencing@msu.edu,http://www.michiganstatefencing.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Mid VT Fencing,MidVTFencing,"28 Ryan Road Duxbury, VT 05676, US",Duxbury - VT,VT,(802) 595-3019,midvtfencing@gmail.com,https://sites.google.com/site/midvtfencing/,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Mid-Island Fencing Academy,MidIslandFA,"136 Northern  Blvd, # 6 Great neck, NY 11021, US",Great neck - NY,NY,(718) 886-8647,alicedu20088@gmail.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Middle Tennessee Fencing Club,MiddleTNFC,"112 Rand Place Franklin, TN 37067, US",Franklin - TN,TN,(574) 300-8572,samir.ibrahimov.usa@gmail.com,http://www.middletennesseefencing.org,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Middle Tennessee State University Fencing Club,MTSUFC,"C/O Stuart Bernstein, MTSU P.O. Box 87 Murfreesboro, TN 37132, US",Murfreesboro - TN,TN,(615) 898-5943,Stuart.Bernstein@mtsu.edu,https://mtsu.campuslabs.com/engage/organization/fencing,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Midwest Fencing Club,MidwestFC,"1701 S Fairview Ave Park Ridge, IL 60068, US",Park Ridge - IL,IL,(224) 410-7256,bdolegiewicz@yahoo.com,http://www.midwestfencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Milford Fencing Club,MilfordFC,"18 Sylvan Court Milford, CT 06460, US",Milford - CT,CT,(518) 681-7197,info@milfordfencing.org,http://facebook.com/milfordfencingclub,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Miracle Fencing Club,MiracleFC,"5728 George Washington Memorial Hwy Yorktown, VA 23692, US",Yorktown - VA,VA,(757) 831-6505,miraclefencingclub@gmail.com,http://miraclefencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Mission Fencing Center,MissionFC,"346 Rte 25A, Suite 82, PO Box 595 Rocky Point, NY 11778, US",Rocky Point - NY,NY,(631) 821-1131,jeff@missionfencing.com,http://www.missionfencing.net,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Mississippi Fencing Club,MISSFC,"717 Manship St Jackson, MS 39202, US",Jackson - MS,MS,(601) 497-2903,stewart.quarles@gmail.com,https://m.facebook.com/Mississippi-Fencing-Club-597131807099536/?ref=page_internal&mt_nav=0,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Mobetes,Mobetes,"4529 Woodland Ave., 4529 Woodland Ave. Metaire, LA 70002, US",Metaire - LA,LA,(504) 430-0053,dgtiger1@aol.com,,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Modern Duelists Fencing Academy,MoDuel,"505 Blue Ball Road, Bldg. 205 Elkton, MD 21921, US",Elkton - MD,MD,(410) 656-9095,info@modernduelists.com,http://www.modernduelists.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
Moe Fencing Club LLC,MoeFencing,"290R Broadway Somerville, MA 02145, US",Somerville - MA,MA,(617) 301-0699,elif.soyer@gmail.com,http://www.moefencingclub.com,United States of America,USA Fencing,Cezar Pekelman,10/10/2021
